Model Number,Variable,Coefficient,P-Value,Confidence Interval Low,Confidence Interval High
1,const,117.27779334340032,1.9601011361017798e-237,112.9404906394385,121.61509604736214
1,Variable_1,0.002593954919163511,3.456006392841526e-18,0.002025509410349449,0.0031624004279775728
2,const,140.7198673263797,2.1632266606307163e-261,136.0263314041341,145.4134032486253
2,Variable_2,-0.015420696489355165,0.0007680285596359937,-0.024378959804195625,-0.006462433174514707
3,const,93.8244171832044,3.466830546851431e-48,82.22569577672152,105.42313858968728
3,Variable_3,0.269364493169521,1.0114803816300523e-11,0.1930584488929587,0.3456705374460833
4,const,124.15086707229898,3.4120861736063933e-190,118.45054182493871,129.85119231965925
4,Variable_1,0.0025959578265720372,1.6741867656040148e-18,0.0020327274475431477,0.0031591882056009267
4,Variable_2,-0.015496104121292958,0.000337818510364818,-0.023939666822412484,-0.007052541420173435
5,const,118.7805560592912,6.331673507830926e-104,109.90667620968523,127.65443590889717
5,Variable_1,0.003189404114770328,5.597148856668711e-11,0.0022501485047410168,0.004128659724799639
5,Variable_2,0.0027512503254902626,0.8263507731402248,-0.02186461470786926,0.027367115358849788
5,Variable_1_x_Variable_2,-2.297165895299524e-06,0.12177185628211061,-5.208478266546345e-06,6.141464759472966e-07
6,const,80.37182557010532,1.199573172443156e-38,69.02640324176154,91.71724789844909
6,Variable_1,0.0024949407343917394,5.175831935049057e-18,0.0019451377040046113,0.0030447437647788678
6,Variable_3,0.2525213580989693,1.484716841240467e-11,0.1803792501094753,0.3246634660884633
7,const,79.30760250693258,6.973431107141041e-13,58.06003444069007,100.5551705731751
7,Variable_1,0.002663926182349979,0.07215286897480044,-0.00024040940582951325,0.0055682617705294715
7,Variable_3,0.25955750492196966,0.00026504046005748145,0.12059135844693109,0.39852365139700824
7,Variable_1_x_Variable_3,-1.1096268152694508e-06,0.907402896658964,-1.983529908937503e-05,1.761604545883613e-05
8,const,100.97937007680878,3.7006576409829915e-48,88.49332744575707,113.46541270786048
8,Variable_2,-0.01299073628162622,0.0034718997223503398,-0.021686868846843677,-0.004294603716408765
8,Variable_3,0.2600655370447655,4.291899209093461e-11,0.18395089852702692,0.336180175562504
9,const,105.51634622880732,3.239100288423429e-19,83.12040464909903,127.91228780851561
9,Variable_2,-0.022851324121430303,0.27794413865172657,-0.06417521599711884,0.01847256775425824
9,Variable_3,0.22967489465398475,0.0020875868292237858,0.08372222463252504,0.37562756467544445
9,Variable_2_x_Variable_3,6.676823328268795e-05,0.6318809547684587,-0.0002067715673940907,0.00034030803395946664
10,const,87.6252000583437,6.437436308619484e-40,75.49338092172286,99.75701919496453
10,Variable_1,0.0025003754064317533,2.68987815095815e-18,0.001954377339976326,0.0030463734728871806
10,Variable_2,-0.01322263754905999,0.0016201839592569036,-0.021424499073911068,-0.005020776024208914
10,Variable_3,0.24301971469322933,6.744001058119029e-11,0.17113621439994647,0.3149032149865122
11,const,83.99825224039765,5.575801058191473e-31,70.4905201119691,97.50598436882619
11,Variable_1,0.002946585884444809,4.380953381606171e-10,0.0020337042819113674,0.0038594674869782504
11,Variable_2,0.0004402016083868565,0.971109821302508,-0.023418445711020894,0.024298848927794606
11,Variable_3,0.24034860384413864,1.1396162489080823e-10,0.1683557869199483,0.312341420768329
11,Variable_1_x_Variable_2,-1.7231654488453502e-06,0.23157761637966562,-4.54896930543322e-06,1.1026384077425192e-06
12,const,83.25660456615557,5.212980269137717e-14,62.021483789297584,104.49172534301357
12,Variable_1,0.003215360883986118,0.03002371214663866,0.0003119024887956478,0.006118819279176587
12,Variable_2,-0.013466099403923138,0.0014431292611668531,-0.021730072860929033,-0.005202125946917246
12,Variable_3,0.272610871426907,0.00011842927196480571,0.1344012009966068,0.4108205418572072
12,Variable_1_x_Variable_3,-4.694226823575904e-06,0.6226372456990821,-2.3416342682295613e-05,1.4027889035143803e-05
13,const,100.83823127157233,1.1346368785913687e-19,79.72476216830437,121.95170037484029
13,Variable_1,0.00254616755044253,1.0284144645320226e-18,0.001997418883667812,0.0030949162172172477
13,Variable_2,-0.04247540863636587,0.033478326764331094,-0.0816176675463482,-0.003333149726383551
13,Variable_3,0.15256266312609665,0.03083253829179043,0.014123578359165334,0.29100174789302796
13,Variable_2_x_Variable_3,0.00019804826110158036,0.13390169436707425,-6.108272426881125e-05,0.000457179246471972
