Variables,R-squared,Adj. R-squared,P-value,AIC,BIC
"PI, CPIAUCSL, NASDAQCOM, REVOLSL",0.7362879467040016,0.7338851033937874,1.4099113599266182e-125,4454.651352481773,4475.130475293934
"PI, CPIAUCSL, NASDAQCOM, SP500",0.7192991697451832,0.7167415312007201,1.2319061498632263e-119,4482.371000856903,4502.8501236690645
"PI, CPIAUCSL, NASDAQCOM, DJIA",0.7189356857795204,0.7163747353082632,1.635764985445782e-119,4482.9455715822805,4503.424694394442
"PI, CPIAUCSL, REVOLSL, SP500",0.7446562076832821,0.7423296127646788,1.2023849183922918e-128,4440.333702965169,4460.8128257773305
"PI, CPIAUCSL, REVOLSL, DJIA",0.7395939703963954,0.7372212503088911,8.88172393362356e-127,4449.049965940154,4469.529088752315
"PI, CPIAUCSL, SP500, DJIA",0.7148572646295566,0.7122591531455433,3.8422906812107272e-118,4489.34199603651,4509.821118848671
"PI, PCESV, RSAFS, PPIACO",0.706706464657608,0.7040340862034632,1.8465495765830133e-115,4501.855715955633,4522.334838767794
"PI, PCESV, RSAFS, NASDAQCOM",0.7198209730830285,0.7172680890108921,8.19441982320179e-120,4481.544867609714,4502.023990421875
"PI, PCESV, RSAFS, REVOLSL",0.711892153009934,0.7092670245635553,3.7064724426294924e-117,4493.935175147222,4514.4142979593835
"PI, PCESV, RSAFS, SP500",0.7189350544853017,0.7163740982619331,1.6365702129478759e-119,4482.946568842708,4503.425691654869
"PI, PCESV, RSAFS, DJIA",0.7168659317411119,0.7142861224631266,8.163870659820429e-119,4486.203202033072,4506.682324845233
"PI, PCESV, PPIACO, NASDAQCOM",0.7220157311111337,0.719482844834242,1.4626862500480421e-120,4478.053138239091,4498.532261051252
"PI, PCESV, PPIACO, REVOLSL",0.7093154220163623,0.706666815383254,2.6072428659171366e-116,4497.888496131245,4518.367618943406
"PI, PCESV, PPIACO, SP500",0.7216496773380532,0.7191134557192655,1.9515450534068557e-120,4478.637419357578,4499.11654216974
"PI, PCESV, PPIACO, DJIA",0.7195167243998262,0.7169610681301207,1.039433370868522e-119,4482.026749227205,4502.505872039366
"PI, PCESV, NASDAQCOM, REVOLSL",0.734859608305159,0.7324437505220625,4.605551646731439e-125,4457.049691742963,4477.528814555124
"PI, PCESV, NASDAQCOM, SP500",0.7213798287501183,0.7188411483742652,2.413172818924683e-120,4479.067649625527,4499.546772437689
"PI, PCESV, NASDAQCOM, DJIA",0.7207596589538163,0.7182153278281107,3.927964278817092e-120,4480.054833686499,4500.53395649866
"PI, PCESV, REVOLSL, SP500",0.744847266883637,0.7425224128233512,1.020467838159437e-128,4440.001358728952,4460.4804815411135
"PI, PCESV, REVOLSL, DJIA",0.7394774219836588,0.7371036399516193,9.796815697170347e-127,4449.248639982476,4469.727762794637
"PI, PCESV, SP500, DJIA",0.7247164958207124,0.7222082178783042,1.7221679262206178e-121,4473.7183509470815,4494.197473759243
"PI, RSAFS, PPIACO, NASDAQCOM",0.7207173433741414,0.7181726266850675,4.060568829188024e-120,4480.1221115514745,4500.601234363636
"PI, RSAFS, PPIACO, REVOLSL",0.7112505932208559,0.7086196191271963,6.034088823826991e-117,4494.922777060641,4515.4018998728025
"PI, RSAFS, PPIACO, SP500",0.71616698734583,0.7135808095539924,1.4012345891432144e-118,4487.297909218586,4507.777032030747
"PI, RSAFS, PPIACO, DJIA",0.715018774977114,0.7124221351135798,3.3937277143156123e-118,4489.090434617536,4509.569557429697
"PI, RSAFS, NASDAQCOM, REVOLSL",0.7381638091499416,0.735778057980465,2.9496665890202808e-126,4451.481761593257,4471.960884405418
"PI, RSAFS, NASDAQCOM, SP500",0.7183676678240004,0.7158015417905061,2.5458812220595814e-119,4483.841969524334,4504.321092336495
"PI, RSAFS, NASDAQCOM, DJIA",0.718185865220865,0.7156180826716246,2.9325543346013743e-119,4484.128493136877,4504.6076159490385
"PI, RSAFS, REVOLSL, SP500",0.7479783050984918,0.7456819798602092,6.8168840206740715e-130,4434.51922653982,4454.998349351981
"PI, RSAFS, REVOLSL, DJIA",0.7420036914880395,0.739652927856951,1.1578717107914667e-127,4444.922191846141,4465.401314658302
"PI, RSAFS, SP500, DJIA",0.7145708278522716,0.7119701064659596,4.787727886662177e-118,4489.787787138815,4510.266909950976
"PI, PPIACO, NASDAQCOM, REVOLSL",0.7375518802639616,0.7351605534326537,4.919740257645006e-126,4452.518208968337,4472.997331780498
"PI, PPIACO, NASDAQCOM, SP500",0.7221624480277257,0.7196308985792311,1.3029049925828327e-120,4477.818738256814,4498.297861068975
"PI, PPIACO, NASDAQCOM, DJIA",0.7220213135305508,0.7194884781185285,1.4562641140357452e-120,4478.044221838467,4498.523344650628
"PI, PPIACO, REVOLSL, SP500",0.7567096474681321,0.7544928788801424,3.001812060950439e-133,4418.863973800066,4439.343096612227
"PI, PPIACO, REVOLSL, DJIA",0.7511028200225978,0.7488349641685895,4.427360776966364e-131,4428.98019541881,4449.459318230971
"PI, PPIACO, SP500, DJIA",0.7165644839732968,0.7139819280186115,1.0307521377945925e-118,4486.675669406019,4507.15479221818
"PI, NASDAQCOM, REVOLSL, SP500",0.7482602390792015,0.7459664827154584,5.333924634393023e-130,4434.022250445053,4454.501373257214
"PI, NASDAQCOM, REVOLSL, DJIA",0.7453767830490655,0.7430567537374397,6.472438394426664e-129,4439.078972092334,4459.558094904495
"PI, NASDAQCOM, SP500, DJIA",0.7188528517654018,0.7162911465423075,1.744863976489713e-119,4483.0764059924295,4503.555528804591
"PI, REVOLSL, SP500, DJIA",0.7510602712852447,0.7487920277434246,4.596372691209921e-131,4429.056090311699,4449.535213123861
"TTLCONS, CPIAUCSL, PCESV, RSAFS",0.7226214890903488,0.7200941222483475,9.068952888783546e-121,4477.084558207385,4497.5636810195465
"TTLCONS, CPIAUCSL, PCESV, PPIACO",0.7309605615641026,0.7285091771592197,1.1288270596310259e-123,4463.5314321625065,4484.010554974668
"TTLCONS, CPIAUCSL, PCESV, NASDAQCOM",0.7325335298073168,0.7300964776871102,3.1230300320842987e-124,4460.927919731861,4481.407042544022
"TTLCONS, CPIAUCSL, PCESV, REVOLSL",0.7104978663826051,0.7078600337300549,1.067422665866073e-116,4496.078713125171,4516.557835937332
"TTLCONS, CPIAUCSL, PCESV, SP500",0.738365105087158,0.7359811880492277,2.4921598817511125e-126,4451.140289435729,4471.61941224789
"TTLCONS, CPIAUCSL, PCESV, DJIA",0.7362520062068192,0.7338488354205488,1.4526525911306256e-125,4454.711859740519,4475.19098255268
"TTLCONS, CPIAUCSL, RSAFS, PPIACO",0.7250096120832751,0.7225040049040794,1.3636189056132384e-121,4473.245336927132,4493.724459739293
"TTLCONS, CPIAUCSL, RSAFS, NASDAQCOM",0.7450904192850081,0.7427677807363522,8.28042644602596e-129,4439.578039179715,4460.0571619918765
"TTLCONS, CPIAUCSL, RSAFS, REVOLSL",0.7017813279382257,0.6990640735230842,7.093199754350845e-114,4509.249684204382,4529.728807016543
"TTLCONS, CPIAUCSL, RSAFS, SP500",0.744903875633412,0.7425795373703907,9.720311419984596e-129,4439.902840977723,4460.381963789884
"TTLCONS, CPIAUCSL, RSAFS, DJIA",0.743154799341996,0.7408145241651577,4.345626977848709e-128,4442.93675465932,4463.4158774714815
"TTLCONS, CPIAUCSL, PPIACO, NASDAQCOM",0.7452364990144165,0.742915191488352,7.302856098057077e-129,4439.323525437624,4459.802648249785
"TTLCONS, CPIAUCSL, PPIACO, REVOLSL",0.7135844862927145,0.710974777739573,1.0194921319940435e-117,4491.319448086531,4511.798570898693
"TTLCONS, CPIAUCSL, PPIACO, SP500",0.7476821158715055,0.7453830918703347,8.818266890992095e-130,4435.040732435327,4455.5198552474885
"TTLCONS, CPIAUCSL, PPIACO, DJIA",0.7487819256110173,0.746492922655309,3.3852670033516227e-130,4433.101183560588,4453.580306372749
"TTLCONS, CPIAUCSL, NASDAQCOM, REVOLSL",0.7354740771693302,0.7330638181913742,2.769887035407456e-125,4456.019517497014,4476.498640309175
"TTLCONS, CPIAUCSL, NASDAQCOM, SP500",0.7343953125688224,0.7319752243006568,6.757625593872689e-125,4457.826514242605,4478.3056370547665
"TTLCONS, CPIAUCSL, NASDAQCOM, DJIA",0.7341206377088361,0.7316980467084611,8.475488152703835e-125,4458.285439204719,4478.7645620168805
"TTLCONS, CPIAUCSL, REVOLSL, SP500",0.7462606634750142,0.7439486877435793,3.0205804287869316e-129,4437.535021610963,4458.014144423124
"TTLCONS, CPIAUCSL, REVOLSL, DJIA",0.7421417436782412,0.7397922379258789,1.0297169862152493e-127,4444.684546672127,4465.163669484288
"TTLCONS, CPIAUCSL, SP500, DJIA",0.7301938472306826,0.7277354768182058,2.1059828597489523e-123,4464.794953287421,4485.274076099582
"TTLCONS, PCESV, RSAFS, PPIACO",0.7413047544013316,0.7389476223229838,2.0948663485733075e-127,4446.1234046521695,4466.602527464331
"TTLCONS, PCESV, RSAFS, NASDAQCOM",0.7393425074504453,0.7369674961288093,1.0973871930582574e-126,4449.478510836976,4469.957633649137
"TTLCONS, PCESV, RSAFS, REVOLSL",0.717037832340724,0.7144595893552181,7.146695286185924e-119,4485.93355223245,4506.412675044611
"TTLCONS, PCESV, RSAFS, SP500",0.7485864763844603,0.7462956925701957,4.014365386287732e-130,4433.446484020446,4453.925606832608
"TTLCONS, PCESV, RSAFS, DJIA",0.7459648979897111,0.7436502273563599,3.899160161004034e-129,4438.052258716101,4458.5313815282625
"TTLCONS, PCESV, PPIACO, NASDAQCOM",0.7397562760658196,0.7373850348454627,7.747431088977108e-127,4448.773143684621,4469.252266496782
"TTLCONS, PCESV, PPIACO, REVOLSL",0.7186950103475984,0.7161318669339092,1.9731975142515258e-119,4483.325606187873,4503.804729000034
"TTLCONS, PCESV, PPIACO, SP500",0.7442546724961352,0.7419244189425692,1.69667363647976e-128,4441.031356868804,4461.510479680966
"TTLCONS, PCESV, PPIACO, DJIA",0.7429106443237814,0.7405681444998523,5.351619965598348e-128,4443.3586170731505,4463.837739885312
"TTLCONS, PCESV, NASDAQCOM, REVOLSL",0.7354335409711481,0.733022912642867,2.8644763739537224e-125,4456.087551256884,4476.566674069045
"TTLCONS, PCESV, NASDAQCOM, SP500",0.7393122994097349,0.7369370128439922,1.1256135014280894e-126,4449.529963771681,4470.009086583842
"TTLCONS, PCESV, NASDAQCOM, DJIA",0.7381506413800185,0.7357647702308615,2.982353681654992e-126,4451.504089839102,4471.983212651263
"TTLCONS, PCESV, REVOLSL, SP500",0.7467768316478143,0.7444695590432386,1.9331765308008892e-129,4436.630896569324,4457.1100193814855
"TTLCONS, PCESV, REVOLSL, DJIA",0.7429287957297521,0.7405864612944879,5.269447838784423e-128,4443.327268016525,4463.806390828686
"TTLCONS, PCESV, SP500, DJIA",0.7416633842638287,0.7393095198835447,1.5456831096423774e-127,4445.507459305689,4465.98658211785
"TTLCONS, RSAFS, PPIACO, NASDAQCOM",0.7612865028559264,0.759111436822723,4.67272199542887e-135,4410.431738780855,4430.910861593016
"TTLCONS, RSAFS, PPIACO, REVOLSL",0.7241444133016619,0.7216309227622693,2.7141570658846536e-121,4474.640095508075,4495.1192183202365
"TTLCONS, RSAFS, PPIACO, SP500",0.763391092600718,0.761235202783868,6.7079526909904455e-136,4406.4999066422515,4426.979029454413
"TTLCONS, RSAFS, PPIACO, DJIA",0.7636375458005931,0.7614839015709858,5.338064029657421e-136,4406.037192661945,4426.516315474106
"TTLCONS, RSAFS, NASDAQCOM, REVOLSL",0.740404540099477,0.7380392056129119,4.485176553658369e-127,4447.665765137184,4468.1448879493455
"TTLCONS, RSAFS, NASDAQCOM, SP500",0.7287839381820946,0.7263127212179223,6.598895647864618e-123,4467.109094991087,4487.588217803248
"TTLCONS, RSAFS, NASDAQCOM, DJIA",0.7290069468385578,0.7265377618439206,5.5104552015259776e-123,4466.7438637682335,4487.222986580395
"TTLCONS, RSAFS, REVOLSL, SP500",0.7555866201112892,0.7533596189277929,8.236863981963416e-133,4420.908760397288,4441.387883209449
"TTLCONS, RSAFS, REVOLSL, DJIA",0.7504401124739929,0.748166218282412,7.929459935703413e-131,4430.1608079294265,4450.639930741588
"TTLCONS, RSAFS, SP500, DJIA",0.7213244292020818,0.7187852440467477,2.520623052988804e-120,4479.155923759182,4499.635046571343
"TTLCONS, PPIACO, NASDAQCOM, REVOLSL",0.7423177871748609,0.7399698854634701,8.865770710788235e-128,4444.38131804037,4464.860440852532
"TTLCONS, PPIACO, NASDAQCOM, SP500",0.7439889105160724,0.7416562354410481,2.1303649237447385e-128,4441.492507235809,4461.97163004797
"TTLCONS, PPIACO, NASDAQCOM, DJIA",0.7440169172345537,0.7416844973460301,2.079893849483337e-128,4441.443932530501,4461.923055342662
"TTLCONS, PPIACO, REVOLSL, SP500",0.7506932098896208,0.7484216218248338,6.348354949903854e-131,4429.710285706884,4450.189408519045
"TTLCONS, PPIACO, REVOLSL, DJIA",0.7479961266852655,0.7456999638304616,6.712045717246959e-130,4434.487828194062,4454.966951006223
"TTLCONS, PPIACO, SP500, DJIA",0.7405832381037801,0.7382195318450446,3.856917263740368e-127,4447.360023138388,4467.839145950549
"TTLCONS, NASDAQCOM, REVOLSL, SP500",0.7492369864846955,0.7469521298695219,2.2752044500366203e-130,4432.296184774263,4452.775307586424
"TTLCONS, NASDAQCOM, REVOLSL, DJIA",0.7471601654297713,0.7448563856159196,1.386995351634718e-129,4435.958252132728,4456.43737494489
"TTLCONS, NASDAQCOM, SP500, DJIA",0.7280169925739728,0.7255387874949202,1.2251921046656034e-122,4468.362867670616,4488.841990482777
"TTLCONS, REVOLSL, SP500, DJIA",0.7511182240187388,0.7488505085200485,4.367710571489774e-131,4428.952715855012,4449.431838667173
"CPIAUCSL, PCESV, RSAFS, PPIACO",0.6854637173060286,0.6825977830673592,8.298994799204032e-109,4532.90263845847,4553.381761270632
"CPIAUCSL, PCESV, RSAFS, NASDAQCOM",0.7159541386825783,0.7133660214951758,1.6513637429201722e-118,4487.630743614232,4508.109866426394
"CPIAUCSL, PCESV, RSAFS, REVOLSL",0.6812327291420386,0.678328243758367,1.5491990168319486e-107,4538.835296451094,4559.314419263255
"CPIAUCSL, PCESV, RSAFS, SP500",0.7181690613480479,0.715601125688349,2.9711183352372e-119,4484.154966958382,4504.634089770543
"CPIAUCSL, PCESV, RSAFS, DJIA",0.7149819229806877,0.7123849473358649,3.4912514737326006e-118,4489.14784621919,4509.626969031351
"CPIAUCSL, PCESV, PPIACO, NASDAQCOM",0.7184915370460413,0.715926539661495,2.3119356849827028e-119,4483.646643822667,4504.125766634828
"CPIAUCSL, PCESV, PPIACO, REVOLSL",0.6839232657043071,0.681043295460155,2.419833636702352e-108,4535.0718352659715,4555.550958078133
"CPIAUCSL, PCESV, PPIACO, SP500",0.720596829873452,0.718051015111479,4.463142426505741e-120,4480.313661050581,4500.792783862742
"CPIAUCSL, PCESV, PPIACO, DJIA",0.7178504158010437,0.7152795767650624,3.8058135379172947e-119,4484.656681582173,4505.135804394335
"CPIAUCSL, PCESV, NASDAQCOM, REVOLSL",0.7315683203592864,0.7291224736199633,6.876981355703222e-124,4462.527303713559,4483.006426525721
"CPIAUCSL, PCESV, NASDAQCOM, SP500",0.7217801368371267,0.7192451039153693,1.761031746892165e-120,4478.429273035246,4498.9083958474075
"CPIAUCSL, PCESV, NASDAQCOM, DJIA",0.7205804663671003,0.7180345025071194,4.520783760261534e-120,4480.339663561836,4500.818786373997
"CPIAUCSL, PCESV, REVOLSL, SP500",0.7448442760725533,0.7425193947611415,1.0230926841520881e-128,4440.0065631111365,4460.485685923298
"CPIAUCSL, PCESV, REVOLSL, DJIA",0.7393542735718474,0.7369793694586068,1.0865846222553129e-126,4449.458468152745,4469.937590964906
"CPIAUCSL, PCESV, SP500, DJIA",0.7244881741749649,0.7219778158530967,2.0652470045110473e-121,4474.086454345916,4494.565577158077
"CPIAUCSL, RSAFS, PPIACO, NASDAQCOM",0.7171969518840329,0.7146201587349125,6.318003639721952e-119,4485.683805245107,4506.162928057268
"CPIAUCSL, RSAFS, PPIACO, REVOLSL",0.6764364380600851,0.6734882507075575,4.0804736676916025e-106,4545.4661250260415,4565.945247838203
"CPIAUCSL, RSAFS, PPIACO, SP500",0.713983510452291,0.7113774376545898,7.511477378127441e-118,4490.700451403816,4511.1795742159775
"CPIAUCSL, RSAFS, PPIACO, DJIA",0.7127876933740911,0.710170724748798,1.8738293534337718e-117,4492.552917841164,4513.032040653326
"CPIAUCSL, RSAFS, NASDAQCOM, REVOLSL",0.7333367575524444,0.7309070241360658,1.6156240165192619e-124,4459.592538534255,4480.0716613464165
"CPIAUCSL, RSAFS, NASDAQCOM, SP500",0.7184906803232549,0.7159256751325784,2.3134778550530995e-119,4483.647995058556,4504.1271178707175
"CPIAUCSL, RSAFS, NASDAQCOM, DJIA",0.7179553625545517,0.7153854797532264,3.5078940826701153e-119,4484.491503147842,4504.970625960003
"CPIAUCSL, RSAFS, REVOLSL, SP500",0.7482768999458126,0.7459832953895102,5.25711186540028e-130,4433.992864266444,4454.471987078605
"CPIAUCSL, RSAFS, REVOLSL, DJIA",0.7415341023159274,0.7391790599680088,1.7248011526363772e-127,4445.729599038275,4466.208721850437
"CPIAUCSL, RSAFS, SP500, DJIA",0.7121622556499236,0.7095395882754354,3.017952411371207e-117,4493.51872754262,4513.997850354781
"CPIAUCSL, PPIACO, NASDAQCOM, REVOLSL",0.7423588337749586,0.7400113060644798,8.561586823815663e-128,4444.31058695685,4464.789709769011
"CPIAUCSL, PPIACO, NASDAQCOM, SP500",0.7210894005951718,0.7185480739491141,3.0320093176473192e-120,4479.530225394426,4500.009348206588
"CPIAUCSL, PPIACO, NASDAQCOM, DJIA",0.7208581991083498,0.7183147658428222,3.635638985005327e-120,4479.8981244159795,4500.377247228141
"CPIAUCSL, PPIACO, REVOLSL, SP500",0.762904461850284,0.7607441380402639,1.0523800137407487e-135,4407.412138440912,4427.891261253073
"CPIAUCSL, PPIACO, REVOLSL, DJIA",0.7593711654654406,0.7571786476109116,2.693391015569681e-134,4413.979993425304,4434.459116237465
"CPIAUCSL, PPIACO, SP500, DJIA",0.7133556779011173,0.7107438845334737,1.2144212279449494e-117,4491.67400419017,4512.1531270023315
"CPIAUCSL, NASDAQCOM, REVOLSL, SP500",0.7481577460466526,0.7458630558056198,5.831649697861271e-130,4434.202983297839,4454.68210611
"CPIAUCSL, NASDAQCOM, REVOLSL, DJIA",0.745371276714144,0.7430511972309016,6.50318658901311e-129,4439.088573676589,4459.56769648875
"CPIAUCSL, NASDAQCOM, SP500, DJIA",0.7190573217747824,0.7164974796041654,1.4877505361510575e-119,4482.753380440656,4503.232503252817
"CPIAUCSL, REVOLSL, SP500, DJIA",0.7510384454265064,0.748770003015814,4.685545951271754e-131,4429.095016426618,4449.574139238779
"PCESV, RSAFS, PPIACO, NASDAQCOM",0.7191909952076189,0.7166323710181666,1.3404244574052514e-119,4482.542073533729,4503.0211963458905
"PCESV, RSAFS, PPIACO, REVOLSL",0.6870665734514638,0.6842152438245979,2.710240383453663e-109,4530.634259073595,4551.113381885756
"PCESV, RSAFS, PPIACO, SP500",0.7220341920073396,0.7195014739390694,1.4415553029169125e-120,4478.023651282405,4498.502774094566
"PCESV, RSAFS, PPIACO, DJIA",0.7197462606261628,0.7171926958027109,8.687404954686258e-120,4481.663248736015,4502.142371548176
"PCESV, RSAFS, NASDAQCOM, REVOLSL",0.7296908605244742,0.7272279070896175,3.167427890737895e-123,4465.621910662345,4486.101033474506
"PCESV, RSAFS, NASDAQCOM, SP500",0.7163077809544902,0.7137228860201348,1.256889978725566e-118,4487.0776111242085,4507.55673393637
"PCESV, RSAFS, NASDAQCOM, DJIA",0.7149187063117837,0.712321154660866,3.6650861404373147e-118,4489.246313969026,4509.725436781187
"PCESV, RSAFS, REVOLSL, SP500",0.7473566868022572,0.7450546976159451,1.1696763365803791e-129,4435.613016117777,4456.092138929938
"PCESV, RSAFS, REVOLSL, DJIA",0.7405096099451514,0.738145232814811,4.104399634766262e-127,4447.486022182832,4467.965144994993
"PCESV, RSAFS, SP500, DJIA",0.7198912023732849,0.7173389582035654,7.756443323237654e-120,4481.433561228703,4501.912684040864
"PCESV, PPIACO, NASDAQCOM, REVOLSL",0.7385742559019393,0.7361922445661938,2.0915237579286825e-126,4450.785214097283,4471.264336909444
"PCESV, PPIACO, NASDAQCOM, SP500",0.723684881037544,0.7211672034160183,3.908677425879255e-121,4475.379114692836,4495.858237504997
"PCESV, PPIACO, NASDAQCOM, DJIA",0.7228908736980141,0.7203659613854675,7.32980920406946e-121,4476.6531445303735,4497.132267342535
"PCESV, PPIACO, REVOLSL, SP500",0.7491894669523204,0.7469041773573528,2.3716789734283945e-130,4432.380314699305,4452.859437511466
"PCESV, PPIACO, REVOLSL, DJIA",0.7454016302213624,0.7430818273076618,6.335478197114114e-129,4439.035642646781,4459.514765458942
"PCESV, PPIACO, SP500, DJIA",0.7237140284256496,0.7211966163839698,3.8193630913196303e-121,4475.332276419975,4495.811399232136
"PCESV, NASDAQCOM, REVOLSL, SP500",0.7482142741180531,0.7459200989391743,5.551681793470708e-130,4434.10331264882,4454.582435460981
"PCESV, NASDAQCOM, REVOLSL, DJIA",0.7456254469957684,0.7433076834148642,5.224802182224949e-129,4438.645151719686,4459.124274531847
"PCESV, NASDAQCOM, SP500, DJIA",0.7121225840856453,0.7094995552390453,3.1104704694045585e-117,4493.5799181305465,4514.059040942708
"PCESV, REVOLSL, SP500, DJIA",0.7519317423839259,0.7496714393532555,2.1311493646660694e-131,4427.499038614329,4447.97816142649
"RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7404811284978916,0.7381164918555034,4.204317889354046e-127,4447.534752575651,4468.013875387812
"RSAFS, PPIACO, NASDAQCOM, SP500",0.7213803787866595,0.7188417034225288,2.4121291845244843e-120,4479.066773104405,4499.545895916566
"RSAFS, PPIACO, NASDAQCOM, DJIA",0.7214471557766602,0.7189090888589076,2.288708699547893e-120,4478.960346511056,4499.439469323217
"RSAFS, PPIACO, REVOLSL, SP500",0.7565929944171745,0.7543751629312263,3.3343697780292525e-133,4419.0768122498885,4439.55593506205
"RSAFS, PPIACO, REVOLSL, DJIA",0.7509356704509977,0.7486662915940592,5.129152952167878e-131,4429.278268306605,4449.7573911187665
"RSAFS, PPIACO, SP500, DJIA",0.7137726005252976,0.7111646059970542,8.828095440363594e-118,4491.027738470124,4511.506861282285
"RSAFS, NASDAQCOM, REVOLSL, SP500",0.7513676791407988,0.7491022365817173,3.5059202534466126e-131,4428.507469844176,4448.986592656337
"RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7476490679644887,0.7453497428434361,9.075051426489241e-130,4435.098882534032,4455.578005346193
"RSAFS, NASDAQCOM, SP500, DJIA",0.7042240182796149,0.7015290207240761,1.1703167319967294e-114,4505.597932060144,4526.077054872305
"RSAFS, REVOLSL, SP500, DJIA",0.7563261902700219,0.7541059277667874,4.23930969637059e-133,4419.563224563653,4440.042347375815
"PPIACO, NASDAQCOM, REVOLSL, SP500",0.75179677018109,0.7495352373353596,2.400984693097186e-131,4427.7405502105175,4448.219673022679
"PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7497939227455035,0.7475141407204056,1.3976107464825791e-130,4431.30897895168,4451.788101763841
"PPIACO, NASDAQCOM, SP500, DJIA",0.7176103683458253,0.7150373420892953,4.585340777932883e-119,4485.0342676684795,4505.513390480641
"PPIACO, REVOLSL, SP500, DJIA",0.7534207167916893,0.7511739807260099,5.695880362299126e-132,4424.825997390904,4445.305120203066
"NASDAQCOM, REVOLSL, SP500, DJIA",0.7522296657355145,0.7499720772684122,1.637684130718681e-131,4426.965486018022,4447.444608830183
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS",0.7463892845579135,0.7434941850665655,5.174817475753222e-128,4439.309899875745,4463.884847250339
"PI, TTLCONS, CPIAUCSL, PCESV, PPIACO",0.7493708725664381,0.7465098094678815,3.9055291051398195e-129,4434.059063300464,4458.634010675058
"PI, TTLCONS, CPIAUCSL, PCESV, NASDAQCOM",0.7354234995522473,0.7324032198667707,5.374470883689198e-124,4458.104402619687,4482.6793499942805
"PI, TTLCONS, CPIAUCSL, PCESV, REVOLSL",0.7308098428537042,0.7277368958543173,2.346893310685238e-122,4465.7800959658925,4490.355043340486
"PI, TTLCONS, CPIAUCSL, PCESV, SP500",0.7384410661160636,0.7354552335374799,4.385230817024256e-125,4453.011363232036,4477.58631060663
"PI, TTLCONS, CPIAUCSL, PCESV, DJIA",0.7366281220352662,0.7336215937479975,1.983199441044071e-124,4456.078245015982,4480.653192390576
"PI, TTLCONS, CPIAUCSL, RSAFS, PPIACO",0.7583952504605377,0.7556372053744708,1.2930661842274122e-132,4417.777076283184,4442.352023657778
"PI, TTLCONS, CPIAUCSL, RSAFS, NASDAQCOM",0.7485095614231965,0.7456386660056531,8.264779138517889e-129,4435.582296205813,4460.157243580406
"PI, TTLCONS, CPIAUCSL, RSAFS, REVOLSL",0.741765258848065,0.7388173736750977,2.681511411606048e-126,4447.332334164181,4471.907281538774
"PI, TTLCONS, CPIAUCSL, RSAFS, SP500",0.7462331338005824,0.7433362517663424,5.919732240592103e-128,4439.583191171823,4464.158138546417
"PI, TTLCONS, CPIAUCSL, RSAFS, DJIA",0.7450311531951659,0.7421205499211381,1.6622288132006304e-127,4441.681256505995,4466.256203880589
"PI, TTLCONS, CPIAUCSL, PPIACO, NASDAQCOM",0.7487333231079825,0.7458649820475713,6.803984066576597e-129,4435.187074769663,4459.762022144257
"PI, TTLCONS, CPIAUCSL, PPIACO, REVOLSL",0.7499204383329183,0.7470656488161709,2.4175335840875525e-129,4433.084415551736,4457.65936292633
"PI, TTLCONS, CPIAUCSL, PPIACO, SP500",0.748695723472977,0.7458269531929882,7.030109259713883e-129,4435.25351011719,4459.828457491783
"PI, TTLCONS, CPIAUCSL, PPIACO, DJIA",0.7495712387819882,0.7467124629689972,3.27933814873521e-129,4433.70396419331,4458.278911567903
"PI, TTLCONS, CPIAUCSL, NASDAQCOM, REVOLSL",0.7394679336707881,0.7364938233245643,1.8567700658377264e-125,4451.264810305342,4475.839757679935
"PI, TTLCONS, CPIAUCSL, NASDAQCOM, SP500",0.7346492391241892,0.7316201208493511,1.0176067449655915e-123,4459.401833039925,4483.9767804145185
"PI, TTLCONS, CPIAUCSL, NASDAQCOM, DJIA",0.7344152593650354,0.7313834700883806,1.2336810135096726e-123,4459.793168784074,4484.368116158667
"PI, TTLCONS, CPIAUCSL, REVOLSL, SP500",0.7462615711600336,0.7433650137531846,5.776542411356545e-128,4439.53343331616,4464.108380690754
"PI, TTLCONS, CPIAUCSL, REVOLSL, DJIA",0.7424175152629237,0.7394770759394411,1.543164144961258e-126,4446.209448040883,4470.784395415477
"PI, TTLCONS, CPIAUCSL, SP500, DJIA",0.7313327021427714,0.7282657238567299,1.534757046184557e-122,4464.916857591807,4489.4918049664
"PI, TTLCONS, PCESV, RSAFS, PPIACO",0.7510101704495592,0.7481678207971569,9.310203681873133e-130,4431.145439380258,4455.7203867548515
"PI, TTLCONS, PCESV, RSAFS, NASDAQCOM",0.7522993107294024,0.7494716772902403,2.994730004962226e-130,4428.840665893247,4453.415613267841
"PI, TTLCONS, PCESV, RSAFS, REVOLSL",0.7449087940040251,0.7419967939355778,1.8459371220066238e-127,4441.894280370972,4466.469227745566
"PI, TTLCONS, PCESV, RSAFS, SP500",0.7544957515960832,0.7516931916827965,4.276701407687247e-131,4424.886016953208,4449.460964327802
"PI, TTLCONS, PCESV, RSAFS, DJIA",0.752871033258677,0.7500499263324062,1.80746358688689e-130,4427.814676796315,4452.389624170909
"PI, TTLCONS, PCESV, PPIACO, NASDAQCOM",0.7401711327732745,0.7372050498140653,1.0287617746802949e-125,4450.064794810601,4474.639742185194
