Variables,R-squared,Adj. R-squared,P-value,AIC,BIC
"PI, TTLCONS, PCESV, PPIACO, REVOLSL",0.7214716677452495,0.7182921205733916,4.0327610032925715e-119,4480.921273878483,4505.496221253076
"PI, TTLCONS, PCESV, PPIACO, SP500",0.7498069826747985,0.7469508980021364,2.6694041119651415e-129,4433.285803016028,4457.860750390621
"PI, TTLCONS, PCESV, PPIACO, DJIA",0.7484668746420933,0.745595491932528,8.577022600663389e-129,4435.657652241649,4460.232599616243
"PI, TTLCONS, PCESV, NASDAQCOM, REVOLSL",0.7375350809526178,0.7345389060776477,9.334071962814822e-125,4454.546628510959,4479.121575885552
"PI, TTLCONS, PCESV, NASDAQCOM, SP500",0.7394983686230079,0.7365246057077455,1.8099786975277289e-125,4451.212939883677,4475.7878872582705
"PI, TTLCONS, PCESV, NASDAQCOM, DJIA",0.7384932285605472,0.7355079914436584,4.1982520144826995e-125,4452.922807912153,4477.497755286747
"PI, TTLCONS, PCESV, REVOLSL, SP500",0.7471388887543149,0.7442523463884966,2.7102415114078573e-128,4437.995613517896,4462.57056089249
"PI, TTLCONS, PCESV, REVOLSL, DJIA",0.7429752797277911,0.740041207578565,9.610025034054545e-127,4445.24697601575,4469.821923390344
"PI, TTLCONS, PCESV, SP500, DJIA",0.7417104118872238,0.7387619006073975,2.8088614974749067e-126,4447.426626143571,4472.001573518165
"PI, TTLCONS, RSAFS, PPIACO, NASDAQCOM",0.762275684066379,0.7595619361675934,3.757923985710555e-134,4410.588068625145,4435.1630159997385
"PI, TTLCONS, RSAFS, PPIACO, REVOLSL",0.7450296205362525,0.7421189997661184,1.6644133746616248e-127,4441.683925453677,4466.258872828271
"PI, TTLCONS, RSAFS, PPIACO, SP500",0.7634035737033649,0.7607027012570562,1.3291597186341357e-134,4408.4764850568135,4433.051432431407
"PI, TTLCONS, RSAFS, PPIACO, DJIA",0.763648235685758,0.7609501561844538,1.0601833653689842e-134,4408.017111569276,4432.592058943869
"PI, TTLCONS, RSAFS, NASDAQCOM, REVOLSL",0.7546072606650149,0.7518059736863051,3.8725338247033997e-131,4424.684304460796,4449.2592518353895
"PI, TTLCONS, RSAFS, NASDAQCOM, SP500",0.7479380701049174,0.7450606508138777,1.357132551020872e-128,4436.590105006432,4461.165052381026
"PI, TTLCONS, RSAFS, NASDAQCOM, DJIA",0.7478153211697491,0.7449365006351573,1.5094598280854596e-128,4436.806271173336,4461.38121854793
"PI, TTLCONS, RSAFS, REVOLSL, SP500",0.7593747278886629,0.7566278640517755,5.322188510322984e-133,4415.973420116572,4440.548367491166
"PI, TTLCONS, RSAFS, REVOLSL, DJIA",0.755862750789432,0.753075795889768,1.2624486375820392e-131,4422.406859358385,4446.981806732979
"PI, TTLCONS, RSAFS, SP500, DJIA",0.7454281319487104,0.7425220603956135,1.182595333548958e-127,4440.989423264425,4465.564370639018
"PI, TTLCONS, PPIACO, NASDAQCOM, REVOLSL",0.7428516380950996,0.7399161545117103,1.0674772400757128e-126,4445.460510671204,4470.035458045798
"PI, TTLCONS, PPIACO, NASDAQCOM, SP500",0.7465379189923077,0.7436445162410783,4.5526672917447803e-128,4439.049607108225,4463.624554482819
"PI, TTLCONS, PPIACO, NASDAQCOM, DJIA",0.7472122928262461,0.7443265884064545,2.5436513650435397e-128,4437.866704255264,4462.441651629858
"PI, TTLCONS, PPIACO, REVOLSL, SP500",0.7609090714003026,0.7581797229003061,1.3151789297844102e-133,4413.133195662054,4437.708143036648
"PI, TTLCONS, PPIACO, REVOLSL, DJIA",0.7575976831764373,0.7548305334410085,2.6570141340341856e-132,4419.240361508855,4443.815308883449
"PI, TTLCONS, PPIACO, SP500, DJIA",0.7423405720707341,0.7393992544003087,1.6472195965942203e-126,4446.342056731079,4470.917004105672
"PI, TTLCONS, NASDAQCOM, REVOLSL, SP500",0.7495019415441313,0.7466423746667812,3.483703120916725e-129,4433.826808379712,4458.401755754306
"PI, TTLCONS, NASDAQCOM, REVOLSL, DJIA",0.7472474147552638,0.7443621112707348,2.467587710534543e-128,4437.805011303219,4462.379958677812
"PI, TTLCONS, NASDAQCOM, SP500, DJIA",0.7345769698274683,0.7315470265606586,1.0799818729080038e-123,4459.522741677403,4484.097689051997
"PI, TTLCONS, REVOLSL, SP500, DJIA",0.7512687473361938,0.7484293494747347,7.419218326550325e-130,4430.684104097918,4455.259051472512
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO",0.71582920581211,0.7125852469743487,3.221244177504039e-117,4489.825986730901,4514.400934105494
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM",0.7198224932263528,0.7166241198613569,1.4642406269213283e-118,4483.542458630446,4508.11740600504
"PI, CPIAUCSL, PCESV, RSAFS, REVOLSL",0.7226738822623103,0.7195080590004646,1.5677088685479851e-119,4479.000684494355,4503.575631868948
"PI, CPIAUCSL, PCESV, RSAFS, SP500",0.7190612296431311,0.7158541660545824,2.648497006264481e-118,4484.747204427722,4509.322151802316
"PI, CPIAUCSL, PCESV, RSAFS, DJIA",0.7168660594749778,0.7136339368662448,1.449760904673049e-117,4488.20300172567,4512.777949100264
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM",0.7228309379988974,0.7196669076107569,1.3852485802032504e-119,4478.749166531865,4503.3241139064585
"PI, CPIAUCSL, PCESV, PPIACO, REVOLSL",0.7336784571585266,0.7306382568977792,2.2596923984493543e-123,4461.023236557638,4485.598183932231
"PI, CPIAUCSL, PCESV, PPIACO, SP500",0.721842243071149,0.7186669262112306,3.015146338418109e-119,4480.330149105654,4504.905096480247
"PI, CPIAUCSL, PCESV, PPIACO, DJIA",0.7201067341371576,0.7169116055314174,1.173084145658404e-118,4483.091790674187,4507.666738048781
"PI, CPIAUCSL, PCESV, NASDAQCOM, REVOLSL",0.7365379318197457,0.7335303739638067,2.137231637610126e-124,4456.230264286476,4480.80521166107
"PI, CPIAUCSL, PCESV, NASDAQCOM, SP500",0.7221803368652876,0.7190088795235672,2.311728291024058e-119,4479.790149970135,4504.365097344728
"PI, CPIAUCSL, PCESV, NASDAQCOM, DJIA",0.7212945357650689,0.7181129665386428,4.6335138981871023e-119,4481.203548939129,4505.778496313723
"PI, CPIAUCSL, PCESV, REVOLSL, SP500",0.7448486080282397,0.7419359209052745,1.943579098890238e-127,4441.999024951213,4466.573972325807
"PI, CPIAUCSL, PCESV, REVOLSL, DJIA",0.7396643046750471,0.736692436006954,1.5747634008286254e-125,4450.930027711984,4475.504975086577
"PI, CPIAUCSL, PCESV, SP500, DJIA",0.7250627829195933,0.7219242302131958,2.369006918444164e-120,4475.159478893513,4499.734426268106
"PI, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM",0.7214569039685363,0.7182771882604146,4.079721962733177e-119,4480.944808084437,4505.51975545903
"PI, CPIAUCSL, RSAFS, PPIACO, REVOLSL",0.7336013804007313,0.7305603002683196,2.4071518124671543e-123,4461.151717073723,4485.726664448317
"PI, CPIAUCSL, RSAFS, PPIACO, SP500",0.7168214660800043,0.7135888344142509,1.5004957560214266e-117,4488.272925904645,4512.847873279238
"PI, CPIAUCSL, RSAFS, PPIACO, DJIA",0.7161546832071644,0.7129144398647804,2.5079557682404245e-117,4489.31715616632,4513.892103540914
"PI, CPIAUCSL, RSAFS, NASDAQCOM, REVOLSL",0.7388678404686126,0.7358868797433685,3.069390366788749e-125,4452.2863160405805,4476.861263415174
"PI, CPIAUCSL, RSAFS, NASDAQCOM, SP500",0.7193228132973103,0.7161187358235352,2.160905472094083e-118,4484.333600970076,4508.90854834467
"PI, CPIAUCSL, RSAFS, NASDAQCOM, DJIA",0.7189639140647468,0.7157557395677691,2.856616214623768e-118,4484.900976849212,4509.475924223806
"PI, CPIAUCSL, RSAFS, REVOLSL, SP500",0.7482775208428037,0.7454039765601874,1.0109852992434436e-128,4435.99176910035,4460.566716474944
"PI, CPIAUCSL, RSAFS, REVOLSL, DJIA",0.7420041137946893,0.7390589552763639,2.1906584744042347e-126,4446.921465074865,4471.496412449459
"PI, CPIAUCSL, RSAFS, SP500, DJIA",0.7149201212789753,0.7116657847638952,6.471147400939488e-117,4491.244110222215,4515.819057596808
"PI, CPIAUCSL, PPIACO, NASDAQCOM, REVOLSL",0.7486172366967798,0.7457475704490262,7.526520471716323e-129,4435.392157530605,4459.9671049051985
"PI, CPIAUCSL, PPIACO, NASDAQCOM, SP500",0.7221666018354045,0.7189949877011055,2.3368266369927268e-119,4479.812100189414,4504.387047564008
"PI, CPIAUCSL, PPIACO, NASDAQCOM, DJIA",0.7220213649666055,0.7188480928771832,2.619401826365805e-119,4480.04413968249,4504.619087057084
"PI, CPIAUCSL, PPIACO, REVOLSL, SP500",0.7629624428366439,0.7602565346498477,1.9969628925368877e-134,4409.303546324789,4433.8784936993825
"PI, CPIAUCSL, PPIACO, REVOLSL, DJIA",0.7593966999134925,0.7566500868988063,5.21703612063628e-133,4415.932875645214,4440.507823019808
"PI, CPIAUCSL, PPIACO, SP500, DJIA",0.7165787388961598,0.7133433363721433,1.8092759828170372e-117,4488.653338595104,4513.228285969698
"PI, CPIAUCSL, NASDAQCOM, REVOLSL, SP500",0.74836154968231,0.7454889646330213,9.398594230706499e-129,4435.843530320171,4460.418477694765
"PI, CPIAUCSL, NASDAQCOM, REVOLSL, DJIA",0.7453904992400416,0.7424839980898138,1.2214125399392141e-127,4441.055053798858,4465.630001173452
"PI, CPIAUCSL, NASDAQCOM, SP500, DJIA",0.7200299244392305,0.7168339190104547,1.2455387008343014e-118,4483.2136186402995,4507.788566014893
"PI, CPIAUCSL, REVOLSL, SP500, DJIA",0.7510602887555371,0.7482185112299153,8.909554750714613e-130,4431.056059152309,4455.631006526903
"PI, PCESV, RSAFS, PPIACO, NASDAQCOM",0.7220434701995944,0.7188704504530143,2.574295101774446e-119,4480.0088308045015,4504.583778179095
"PI, PCESV, RSAFS, PPIACO, REVOLSL",0.7118990114162036,0.7086101873456123,6.469374108782223e-116,4495.9246056030015,4520.499552977595
"PI, PCESV, RSAFS, PPIACO, SP500",0.7223029360545363,0.7191328782469397,2.0992591264762899e-119,4479.594173725833,4504.169121100426
"PI, PCESV, RSAFS, PPIACO, DJIA",0.7201551633370978,0.7169605875761058,1.1295736562539333e-118,4483.014959868029,4507.589907242623
"PI, PCESV, RSAFS, NASDAQCOM, REVOLSL",0.7391657486801317,0.736188188733558,2.3919163088601556e-125,4451.779496990439,4476.354444365033
"PI, PCESV, RSAFS, NASDAQCOM, SP500",0.7216522016518527,0.7184747153693396,3.500230351502931e-119,4480.633392775541,4505.208340150135
"PI, PCESV, RSAFS, NASDAQCOM, DJIA",0.7209746394910539,0.7177894184806778,5.952890511570358e-119,4481.712876933699,4506.287824308292
"PI, PCESV, RSAFS, REVOLSL, SP500",0.7480041167830165,0.7451274514494892,1.2816067670667196e-128,4436.473750395986,4461.04869777058
"PI, PCESV, RSAFS, REVOLSL, DJIA",0.7420038162899321,0.7390586543754336,2.191210456784899e-126,4446.921977067666,4471.49692444226
"PI, PCESV, RSAFS, SP500, DJIA",0.7247647452963686,0.7216227903339983,3.0015533857180656e-120,4475.640523382079,4500.215470756672
"PI, PCESV, PPIACO, NASDAQCOM, REVOLSL",0.7386076094908233,0.7356236780923167,3.8155673210453124e-125,4452.728563447643,4477.303510822237
"PI, PCESV, PPIACO, NASDAQCOM, SP500",0.7250650934257494,0.7219265670949931,2.3646621664817205e-120,4475.155747608768,4499.730694983362
"PI, PCESV, PPIACO, NASDAQCOM, DJIA",0.7244174972928095,0.7212715783121337,3.9532608644662304e-120,4476.200338790827,4500.775286165421
"PI, PCESV, PPIACO, REVOLSL, SP500",0.7567124372507459,0.7539351819682202,5.893112380827308e-132,4420.858882473716,4445.43382984831
"PI, PCESV, PPIACO, REVOLSL, DJIA",0.7512235437479529,0.7483836298637971,7.719740169568612e-130,4430.764787845625,4455.339735220218
"PI, PCESV, PPIACO, SP500, DJIA",0.7259372967282266,0.7228087270561744,1.1812431332261165e-120,4473.744963353346,4498.31991072794
"PI, PCESV, NASDAQCOM, REVOLSL, SP500",0.7483019399998092,0.7454286744746929,9.897807894494306e-129,4435.948695348385,4460.523642722978
"PI, PCESV, NASDAQCOM, REVOLSL, DJIA",0.7456293639958487,0.7427255896122397,9.949447682491353e-128,4440.638314709437,4465.21326208403
"PI, PCESV, NASDAQCOM, SP500, DJIA",0.7251555989786587,0.7220181058163146,2.20057117569665e-120,4475.009563620759,4499.5845109953525
"PI, PCESV, REVOLSL, SP500, DJIA",0.7525373534091325,0.7497124373521591,2.4272611628514765e-130,4428.413772582343,4452.988719956937
"PI, RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7414328647005126,0.7384811850738062,3.5516886543537816e-126,4447.903473815905,4472.478421190499
"PI, RSAFS, PPIACO, NASDAQCOM, SP500",0.7226619458781622,0.7194959863562235,1.5825166289038466e-119,4479.019794272241,4503.594741646834
"PI, RSAFS, PPIACO, NASDAQCOM, DJIA",0.7225386996558266,0.7193713332135415,1.7437917621639245e-119,4479.217059547251,4503.792006921844
"PI, RSAFS, PPIACO, REVOLSL, SP500",0.7602526681231994,0.7575158264351081,2.3943396496068488e-133,4414.350488688306,4438.925436062899
"PI, RSAFS, PPIACO, REVOLSL, DJIA",0.7536314673698228,0.7508190411982454,9.217433858212657e-131,4426.446349649759,4451.021297024353
"PI, RSAFS, PPIACO, SP500, DJIA",0.7170440924837392,0.7138140022152888,1.2636691368585441e-117,4487.923729243503,4512.498676618096
"PI, RSAFS, NASDAQCOM, REVOLSL, SP500",0.7518329404363433,0.7489999831353884,4.517119609685455e-130,4429.675842093596,4454.250789468189
"PI, RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7484606332221232,0.7455891792634717,8.623650578133311e-129,4435.668669303843,4460.243616678436
"PI, RSAFS, NASDAQCOM, SP500, DJIA",0.7190189792440889,0.7158114333450487,2.7369322499748367e-118,4484.813972594662,4509.388919969256
"PI, RSAFS, REVOLSL, SP500, DJIA",0.7574417361781787,0.7546728062258747,3.0579418789810813e-132,4419.52591242733,4444.100859801923
"PI, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7609769149475061,0.7582483409172265,1.2360912996419117e-133,4413.007190005243,4437.582137379836
"PI, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7581103669518776,0.7553490697709629,1.6728579860650423e-132,4418.300301772614,4442.875249147208
"PI, PPIACO, NASDAQCOM, SP500, DJIA",0.7222492770987122,0.7190786067459578,2.1897484581910004e-119,4479.679958842,4504.254906216594
"PI, PPIACO, REVOLSL, SP500, DJIA",0.7599241086703494,0.7571835163035726,3.2296828834703713e-133,4414.958547710088,4439.533495084682
"PI, NASDAQCOM, REVOLSL, SP500, DJIA",0.7524827046682293,0.7496571647671817,2.547246745250623e-130,4428.511813084611,4453.086760459205
"TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO",0.7466367167318724,0.7437444418087202,4.1809114221148925e-128,4438.8765052865165,4463.45145266111
"TTLCONS, CPIAUCSL, PCESV, RSAFS, NASDAQCOM",0.7492586593690088,0.7463963152978788,4.306821094038742e-129,4434.25780919263,4458.832756567223
"TTLCONS, CPIAUCSL, PCESV, RSAFS, REVOLSL",0.7260964338152984,0.7229696807766604,1.0404910588511473e-120,4473.487075696442,4498.062023071036
"TTLCONS, CPIAUCSL, PCESV, RSAFS, SP500",0.755967544349614,0.7531817857234681,1.1493954133609051e-131,4422.216235724956,4446.79118309955
"TTLCONS, CPIAUCSL, PCESV, RSAFS, DJIA",0.753274115489702,0.7504576099587625,1.2651981421170476e-130,4427.089894808803,4451.664842183397
"TTLCONS, CPIAUCSL, PCESV, PPIACO, NASDAQCOM",0.7493971634039409,0.7465364004291001,3.8170253204808144e-129,4434.012485537274,4458.587432911868
"TTLCONS, CPIAUCSL, PCESV, PPIACO, REVOLSL",0.7312765692019885,0.7282089501289518,1.6064211112033334e-122,4465.009613288805,4489.584560663398
"TTLCONS, CPIAUCSL, PCESV, PPIACO, SP500",0.7572013463244471,0.7544296721957308,3.796970606622194e-132,4419.965725274067,4444.540672648661
"TTLCONS, CPIAUCSL, PCESV, PPIACO, DJIA",0.7572801645627569,0.7545093901856195,3.536913887405708e-132,4419.821568876725,4444.396516251319
"TTLCONS, CPIAUCSL, PCESV, NASDAQCOM, REVOLSL",0.7356954143358423,0.7326782387004067,4.2931524431592154e-124,4457.6478532072615,4482.222800581855
"TTLCONS, CPIAUCSL, PCESV, NASDAQCOM, SP500",0.7395013068085174,0.7365275774341855,1.805524072611142e-125,4451.207932000554,4475.782879375148
"TTLCONS, CPIAUCSL, PCESV, NASDAQCOM, DJIA",0.7384154856151789,0.7354293610217448,4.4799317099209105e-125,4453.054784371839,4477.629731746432
"TTLCONS, CPIAUCSL, PCESV, REVOLSL, SP500",0.7471594309273519,0.7442731230612258,2.662556324483747e-128,4437.959541955595,4462.534489330189
"TTLCONS, CPIAUCSL, PCESV, REVOLSL, DJIA",0.7431406450121717,0.7402084605945024,8.349422949101043e-127,4444.961222117803,4469.536169492397
"TTLCONS, CPIAUCSL, PCESV, SP500, DJIA",0.7416924326596624,0.7387437161375126,2.851904161788206e-126,4447.457531373909,4472.032478748502
"TTLCONS, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM",0.7618982011835155,0.7591801441194004,5.315371000846186e-134,4411.2925378837945,4435.867485258388
"TTLCONS, CPIAUCSL, RSAFS, PPIACO, REVOLSL",0.7253425799124154,0.7222072212356164,1.896597393606266e-120,4474.707400699352,4499.282348073945
"TTLCONS, CPIAUCSL, RSAFS, PPIACO, SP500",0.7642802323183158,0.7615893673904427,5.905461193571329e-135,4406.82828041348,4431.403227788073
"TTLCONS, CPIAUCSL, RSAFS, PPIACO, DJIA",0.765187189681737,0.7625066781484235,2.5431271548086288e-135,4405.1166473113635,4429.691594685957
"TTLCONS, CPIAUCSL, RSAFS, NASDAQCOM, REVOLSL",0.7502688082830694,0.7474179955922369,1.782741947296207e-129,4432.465476155703,4457.040423530297
"TTLCONS, CPIAUCSL, RSAFS, NASDAQCOM, SP500",0.7505848333627814,0.747737628264183,1.3518432211659083e-129,4431.903255669498,4456.478203044092
"TTLCONS, CPIAUCSL, RSAFS, NASDAQCOM, DJIA",0.750143454921296,0.7472912112560139,1.989341424116343e-129,4432.6882874446765,4457.26323481927
"TTLCONS, CPIAUCSL, RSAFS, REVOLSL, SP500",0.7605687529858686,0.7578355195724653,1.794641630756038e-133,4413.764729200871,4438.339676575465
"TTLCONS, CPIAUCSL, RSAFS, REVOLSL, DJIA",0.7559454887471082,0.753159478344678,1.1723201928316145e-131,4422.256362539164,4446.831309913758
"TTLCONS, CPIAUCSL, RSAFS, SP500, DJIA",0.7460418680034016,0.7431428025696505,6.979021006600408e-128,4439.917710914862,4464.492658289456
"TTLCONS, CPIAUCSL, PPIACO, NASDAQCOM, REVOLSL",0.7544695126938529,0.7516666532497188,4.377750914587652e-131,4424.933468067169,4449.508415441763
"TTLCONS, CPIAUCSL, PPIACO, NASDAQCOM, SP500",0.750850429909802,0.7480062567352563,1.0710763750080799e-129,4431.43019823344,4456.005145608034
"TTLCONS, CPIAUCSL, PPIACO, NASDAQCOM, DJIA",0.7518786803776474,0.7490462452221411,4.338798168378847e-130,4429.594000427145,4454.168947801739
"TTLCONS, CPIAUCSL, PPIACO, REVOLSL, SP500",0.7709512261492115,0.7683365141189513,1.112711234841069e-137,4394.0816143827615,4418.656561757355
"TTLCONS, CPIAUCSL, PPIACO, REVOLSL, DJIA",0.7703736802727421,0.7677523752530245,1.9293728210652406e-137,4395.199750110056,4419.77469748465
"TTLCONS, CPIAUCSL, PPIACO, SP500, DJIA",0.7494584564712553,0.7465983931889637,3.618368470518661e-129,4433.90387762665,4458.478825001243
"TTLCONS, CPIAUCSL, NASDAQCOM, REVOLSL, SP500",0.7493776817854442,0.7465166964176981,3.882412861596681e-129,4434.047000319838,4458.621947694432
"TTLCONS, CPIAUCSL, NASDAQCOM, REVOLSL, DJIA",0.7472287841411636,0.7443432679783915,2.5076497326446074e-128,4437.837737725381,4462.412685099975
"TTLCONS, CPIAUCSL, NASDAQCOM, SP500, DJIA",0.7344711934023003,0.7314400426420526,1.1782003044359303e-123,4459.69964937465,4484.274596749244
"TTLCONS, CPIAUCSL, REVOLSL, SP500, DJIA",0.7512550159244804,0.7484154613117462,7.509254504559334e-130,4430.708614803564,4455.283562178158
"TTLCONS, PCESV, RSAFS, PPIACO, NASDAQCOM",0.7650131760126317,0.7623306780219083,2.9900510285649867e-135,4405.445562308201,4430.020509682795
"TTLCONS, PCESV, RSAFS, PPIACO, REVOLSL",0.7439517629581287,0.7410288378777421,4.183549092252751e-127,4443.55692756721,4468.131874941803
"TTLCONS, PCESV, RSAFS, PPIACO, SP500",0.772406180432869,0.769808077469774,2.76388198794623e-138,4391.252259884067,4415.827207258661
"TTLCONS, PCESV, RSAFS, PPIACO, DJIA",0.7712546095923195,0.7686433608433734,8.328685299673896e-138,4393.493130391587,4418.068077766181
"TTLCONS, PCESV, RSAFS, NASDAQCOM, REVOLSL",0.7433366718631236,0.7404067251948945,7.066660511987233e-127,4444.622246142991,4469.197193517584
"TTLCONS, PCESV, RSAFS, NASDAQCOM, SP500",0.7490971204732181,0.7462329323507663,4.957605476208107e-129,4434.543761942918,4459.118709317511
"TTLCONS, PCESV, RSAFS, NASDAQCOM, DJIA",0.7473724842574143,0.7444886085069282,2.214653621463889e-128,4437.585252511844,4462.160199886438
"TTLCONS, PCESV, RSAFS, REVOLSL, SP500",0.759186351146456,0.756437336890137,6.314791267674149e-133,4416.3208755222995,4440.895822896893
"TTLCONS, PCESV, RSAFS, REVOLSL, DJIA",0.7543394122356841,0.7515350676265025,4.914990704435298e-131,4425.168670242898,4449.7436176174915
"TTLCONS, PCESV, RSAFS, SP500, DJIA",0.7534016478042218,0.7505865981216215,1.1300377539063955e-130,4426.860332404627,4451.435279779221
"TTLCONS, PCESV, PPIACO, NASDAQCOM, REVOLSL",0.7424051903669806,0.7394646103483389,1.5593806697698182e-126,4446.230692198418,4470.805639573012
"TTLCONS, PCESV, PPIACO, NASDAQCOM, SP500",0.7457210819730387,0.7428183545983016,9.195568915101112e-128,4440.478193533704,4465.053140908298
"TTLCONS, PCESV, PPIACO, NASDAQCOM, DJIA",0.7452372683488695,0.7423290179875552,1.3930031891478816e-127,4441.32218464504,4465.897132019633
"TTLCONS, PCESV, PPIACO, REVOLSL, SP500",0.7506932277327403,0.7478472600127943,1.2293523666370718e-129,4431.710253929388,4456.285201303982
"TTLCONS, PCESV, PPIACO, REVOLSL, DJIA",0.7479964967585853,0.7451197444384778,1.2901023568675047e-128,4436.487176169661,4461.062123544255
"TTLCONS, PCESV, PPIACO, SP500, DJIA",0.7456516774346914,0.7427481577707038,9.760563085086385e-128,4440.599365239654,4465.174312614247
"TTLCONS, PCESV, NASDAQCOM, REVOLSL, SP500",0.7492402499904747,0.7463776957666217,4.37646700952926e-129,4434.290406386237,4458.865353760831
"TTLCONS, PCESV, NASDAQCOM, REVOLSL, DJIA",0.7471614455040578,0.7442751606353827,2.6579250335262743e-128,4437.956004249507,4462.5309516241
"TTLCONS, PCESV, NASDAQCOM, SP500, DJIA",0.7417333439400575,0.7387850944416563,2.7548988135050812e-126,4447.3872041771165,4471.96215155171
"TTLCONS, PCESV, REVOLSL, SP500, DJIA",0.7523622855813851,0.7495353710332273,2.832879672756888e-130,4428.727770005415,4453.302717380008
"TTLCONS, RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7668814315576724,0.7642202606850431,5.22472089395838e-136,4401.90144647523,4426.476393849824
"TTLCONS, RSAFS, PPIACO, NASDAQCOM, SP500",0.7673565405169551,0.7647007932625824,3.3452282727445872e-136,4400.995625740861,4425.570573115455
"TTLCONS, RSAFS, PPIACO, NASDAQCOM, DJIA",0.7679278624024064,0.7652786370873654,1.954563198067553e-136,4399.903916977335,4424.478864351929
"TTLCONS, RSAFS, PPIACO, REVOLSL, SP500",0.7785161980431844,0.7759878441395678,7.217254401695522e-141,4379.169648308678,4403.744595683272
"TTLCONS, RSAFS, PPIACO, REVOLSL, DJIA",0.7761127188785477,0.7735569279981658,7.636978674173172e-140,4383.961854849809,4408.536802224403
"TTLCONS, RSAFS, PPIACO, SP500, DJIA",0.7636495670821859,0.7609515027794711,1.0588790235203423e-134,4408.014610459624,4432.589557834218
"TTLCONS, RSAFS, NASDAQCOM, REVOLSL, SP500",0.7594842422066916,0.756738628533252,4.818221036619044e-133,4415.7712990958225,4440.346246470416
"TTLCONS, RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7567932005783298,0.7540168672515983,5.4806881115318915e-132,4420.711464864942,4445.286412239536
"TTLCONS, RSAFS, NASDAQCOM, SP500, DJIA",0.7290272482330078,0.7259339519799599,9.923477943084307e-122,4468.710600344386,4493.28554771898
"TTLCONS, RSAFS, REVOLSL, SP500, DJIA",0.7615511681629424,0.7588291495346655,7.307369035321506e-134,4411.939196091591,4436.514143466185
"TTLCONS, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7530494710548052,0.7502304010896774,1.5435628392896949e-130,4427.493973809784,4452.068921184377
"TTLCONS, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7516527086869746,0.7488176939459583,5.2936525835529945e-130,4429.998180813889,4454.573128188483
"TTLCONS, PPIACO, NASDAQCOM, SP500, DJIA",0.7440325101676392,0.7411105068590506,3.9049585274637965e-127,4443.41688592615,4467.991833300744
"TTLCONS, PPIACO, REVOLSL, SP500, DJIA",0.7537642228727383,0.7509533121749384,8.193322527934195e-131,4426.207036093001,4450.781983467595
"TTLCONS, NASDAQCOM, REVOLSL, SP500, DJIA",0.7524100202254023,0.7495836505932721,2.7160261315162385e-130,4428.642176318883,4453.217123693476
"CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM",0.7192272220300653,0.7160220533317784,2.327750114576338e-118,4484.484789947679,4509.059737322273
"CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL",0.6882420988718096,0.6846832187219445,1.9711294291656693e-108,4530.963245311834,4555.5381926864275
"CPIAUCSL, PCESV, RSAFS, PPIACO, SP500",0.7221148429324212,0.7189426379430653,2.4338680593186596e-119,4479.894807353947,4504.4697547285405
"CPIAUCSL, PCESV, RSAFS, PPIACO, DJIA",0.7199874250378991,0.7167909344561401,1.287525011765895e-118,4483.281012636202,4507.855960010796
"CPIAUCSL, PCESV, RSAFS, NASDAQCOM, REVOLSL",0.73385875781028,0.7308206157761508,1.9489309436852604e-123,4460.722545149003,4485.297492523597
"CPIAUCSL, PCESV, RSAFS, NASDAQCOM, SP500",0.72186082488223,0.7186857201434427,2.971468751565856e-119,4480.300487521534,4504.875434896127
"CPIAUCSL, PCESV, RSAFS, NASDAQCOM, DJIA",0.7206826258134154,0.7174940713135685,7.48085749630756e-119,4482.177301655778,4506.752249030372
"CPIAUCSL, PCESV, RSAFS, REVOLSL, SP500",0.7482949526635865,0.745421607374358,9.958026549342519e-129,4435.961020966712,4460.535968341305
"CPIAUCSL, PCESV, RSAFS, REVOLSL, DJIA",0.7415443812703337,0.7385939746638307,3.2322394180346975e-126,4447.711941209718,4472.286888584312
"CPIAUCSL, PCESV, RSAFS, SP500, DJIA",0.7244992500028004,0.7213542642722387,3.70518085729009e-120,4476.068604780316,4500.643552154909
"CPIAUCSL, PCESV, PPIACO, NASDAQCOM, REVOLSL",0.743286173213622,0.7403556500767912,7.377028162839054e-127,4444.709594791975,4469.284542166569
"CPIAUCSL, PCESV, PPIACO, NASDAQCOM, SP500",0.7245303337570246,0.72138570286384,3.614977567051061e-120,4476.018507038283,4500.593454412877
"CPIAUCSL, PCESV, PPIACO, NASDAQCOM, DJIA",0.7236783864308174,0.7205240301115345,7.096415609310081e-120,4477.389550500725,4501.964497875319
